index,lastName,givenName,year,location,citation,acmFellowProfile,dblpProfile,googleScholarProfile,affiliation,acmInterests,authorID,citation_histogram,citations,coauthors,hindex,i10index,imageLink,interests
1220,Samet,Hanan,1996,USA,"For research and contributions in the area of hierarchical data structures for applications in spatial data bases for computer graphics, image processing, geographic information systems, and robotics.",https://awards.acm.org/award-recipients/samet_1246388,https://dblp.org/pid/s/HananSamet,https://scholar.google.com/citations?user=ATOfqHEAAAAJ,University of Maryland,Databases GIS Data Structures Computer Graphics Data Management,ATOfqHEAAAAJ,"[('1984', '149'), ('1985', '228'), ('1986', '202'), ('1987', '225'), ('1988', '322'), ('1989', '440'), ('1990', '493'), ('1991', '427'), ('1992', '426'), ('1993', '467'), ('1994', '509'), ('1995', '602'), ('1996', '577'), ('1997', '596'), ('1998', '611'), ('1999', '633'), ('2000', '783'), ('2001', '774'), ('2002', '712'), ('2003', '764'), ('2004', '868'), ('2005', '962'), ('2006', '987'), ('2007', '1271'), ('2008', '1273'), ('2009', '1342'), ('2010', '1343'), ('2011', '1272'), ('2012', '1447'), ('2013', '1649'), ('2014', '1516'), ('2015', '1530'), ('2016', '1454'), ('2017', '1349'), ('2018', '1593'), ('2019', '1592'), ('2020', '1807'), ('2021', '1766'), ('2022', '1741'), ('2023', '1213')]",39001.0,,87.0,256.0,/citations/images/avatar_scholar_128.png,"['Databases', 'GIS', 'Data Structures', 'Computer Graphics', 'Data Management']"
1221,Levy,Henry M,1996,USA,"For exceptional contributions to computer science research in operating systems and computer architecture, to education (through publications and students), and to the ACM.",https://awards.acm.org/award-recipients/levy_1741685,https://dblp.org/pid/l/HenryMLevy,https://scholar.google.com/citations?user=ymwKqZsAAAAJ,"Professor and Wissner-Slivka Chair, Paul G. Allen School of Computer Science & …",Operating Systems Distributed Systems Computer Architecture,ymwKqZsAAAAJ,"[('1987', '74'), ('1988', '143'), ('1989', '199'), ('1990', '325'), ('1991', '444'), ('1992', '532'), ('1993', '737'), ('1994', '649'), ('1995', '689'), ('1996', '690'), ('1997', '689'), ('1998', '769'), ('1999', '726'), ('2000', '673'), ('2001', '710'), ('2002', '792'), ('2003', '922'), ('2004', '1133'), ('2005', '1313'), ('2006', '1323'), ('2007', '1339'), ('2008', '1174'), ('2009', '1201'), ('2010', '1171'), ('2011', '1036'), ('2012', '978'), ('2013', '1029'), ('2014', '985'), ('2015', '876'), ('2016', '948'), ('2017', '851'), ('2018', '748'), ('2019', '683'), ('2020', '670'), ('2021', '517'), ('2022', '408'), ('2023', '320')]",29191.0,,77.0,135.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ymwKqZsAAAAJ&citpid=2,"['Operating Systems', 'Distributed Systems', 'Computer Architecture']"
1222,Witten,Ian,1996,New Zealand,"For contributions to the study of how past behavior can expedite future interaction, in particular adaptive data compression, programming by demonstration, and machine learning.",https://awards.acm.org/award-recipients/witten_2046142,https://dblp.org/pid/w/IanHWitten,https://scholar.google.com/citations?user=BSFdGw0AAAAJ,"Professor of Computer Science, University of Waikato, New Zealand",data mining machine learning digital libraries,BSFdGw0AAAAJ,"[('1993', '342'), ('1994', '353'), ('1995', '452'), ('1996', '451'), ('1997', '631'), ('1998', '726'), ('1999', '814'), ('2000', '945'), ('2001', '1244'), ('2002', '1618'), ('2003', '2010'), ('2004', '2496'), ('2005', '2744'), ('2006', '3378'), ('2007', '4011'), ('2008', '4404'), ('2009', '5168'), ('2010', '5758'), ('2011', '6225'), ('2012', '7056'), ('2013', '7686'), ('2014', '7933'), ('2015', '8412'), ('2016', '8239'), ('2017', '7805'), ('2018', '7933'), ('2019', '7311'), ('2020', '6473'), ('2021', '5665'), ('2022', '4962'), ('2023', '2803')]",129508.0,,87.0,314.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BSFdGw0AAAAJ&citpid=3,"['data mining', 'machine learning', 'digital libraries']"
1223,Ferrante,Jeanne,1996,USA,For the development of intermediate program representations for program optimization and parallelization that are fundamental to current optimizing compilers.,https://awards.acm.org/award-recipients/ferrante_2284206,https://dblp.org/pid/f/JeanneFerrante,https://scholar.google.com/citations?user=sMN63KwAAAAJ,UC San Diego,,sMN63KwAAAAJ,"[('1988', '78'), ('1989', '100'), ('1990', '181'), ('1991', '247'), ('1992', '263'), ('1993', '306'), ('1994', '343'), ('1995', '353'), ('1996', '307'), ('1997', '294'), ('1998', '301'), ('1999', '334'), ('2000', '299'), ('2001', '279'), ('2002', '358'), ('2003', '395'), ('2004', '501'), ('2005', '441'), ('2006', '450'), ('2007', '512'), ('2008', '463'), ('2009', '479'), ('2010', '466'), ('2011', '477'), ('2012', '513'), ('2013', '556'), ('2014', '514'), ('2015', '426'), ('2016', '427'), ('2017', '350'), ('2018', '391'), ('2019', '282'), ('2020', '282'), ('2021', '321'), ('2022', '310'), ('2023', '251')]",13157.0,,43.0,67.0,/citations/images/avatar_scholar_128.png,[]
1225,Rice,John,1996,USA,For leadership in establishing the discipline of mathematical software and in founding the journal ACM Transactions on Mathematical Software. For leadership in developing high level systems and problem solving environments for scientific and numerical applications. For serving to the computing profession in editorial and administrative positions.,https://awards.acm.org/award-recipients/rice_1062546,https://dblp.org/pid/06/3409,https://scholar.google.com/citations?user=Z2NsxiQAAAAJ,"Professor of Computational and Applied Mathematics, Rice University",nonlinear optimization,Z2NsxiQAAAAJ,"[('1984', '199'), ('1985', '221'), ('1986', '237'), ('1987', '264'), ('1988', '326'), ('1989', '328'), ('1990', '389'), ('1991', '416'), ('1992', '517'), ('1993', '490'), ('1994', '513'), ('1995', '534'), ('1996', '618'), ('1997', '623'), ('1998', '647'), ('1999', '667'), ('2000', '682'), ('2001', '662'), ('2002', '738'), ('2003', '847'), ('2004', '959'), ('2005', '1001'), ('2006', '1197'), ('2007', '1123'), ('2008', '1224'), ('2009', '1276'), ('2010', '1337'), ('2011', '1296'), ('2012', '1391'), ('2013', '1590'), ('2014', '1550'), ('2015', '1397'), ('2016', '1367'), ('2017', '1387'), ('2018', '1469'), ('2019', '1403'), ('2020', '1486'), ('2021', '1498'), ('2022', '1468'), ('2023', '1129')]",37933.0,,63.0,117.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Z2NsxiQAAAAJ&citpid=4,['nonlinear optimization']
1231,Wegman,Mark,1996,USA,"For contributions to compiler technology and to the design, implementation, and analysis of algorithms.",https://awards.acm.org/award-recipients/wegman_3183738,https://dblp.org/pid/99/95,https://scholar.google.com/citations?user=8VUDeVsAAAAJ,UC Berkeley and IBM,computer science,8VUDeVsAAAAJ,"[('1984', '85'), ('1985', '81'), ('1986', '111'), ('1987', '134'), ('1988', '173'), ('1989', '205'), ('1990', '228'), ('1991', '248'), ('1992', '314'), ('1993', '335'), ('1994', '385'), ('1995', '396'), ('1996', '317'), ('1997', '340'), ('1998', '421'), ('1999', '389'), ('2000', '353'), ('2001', '345'), ('2002', '334'), ('2003', '456'), ('2004', '557'), ('2005', '492'), ('2006', '570'), ('2007', '609'), ('2008', '573'), ('2009', '665'), ('2010', '654'), ('2011', '660'), ('2012', '664'), ('2013', '706'), ('2014', '633'), ('2015', '652'), ('2016', '610'), ('2017', '576'), ('2018', '604'), ('2019', '633'), ('2020', '600'), ('2021', '641'), ('2022', '640'), ('2023', '460')]",18463.0,,36.0,80.0,/citations/images/avatar_scholar_128.png,['computer science']
1233,Irwin,Mary Jane,1996,USA,"For contributions to computer arithmetic, digital signal processing architectures, and electronic CAD and outstanding service to ACM/SIG activities.",https://awards.acm.org/award-recipients/irwin_1411388,https://dblp.org/pid/i/MaryJaneIrwin,https://scholar.google.com/citations?user=4Mj-BjwAAAAJ,"Emerita Evan Pugh University Professor, CSE, Penn State University",Computer Architecture VLSI Design Electronic Design Automation,4Mj-BjwAAAAJ,"[('1989', '47'), ('1990', '64'), ('1991', '59'), ('1992', '46'), ('1993', '81'), ('1994', '143'), ('1995', '136'), ('1996', '159'), ('1997', '175'), ('1998', '151'), ('1999', '166'), ('2000', '275'), ('2001', '293'), ('2002', '500'), ('2003', '610'), ('2004', '786'), ('2005', '1003'), ('2006', '933'), ('2007', '1126'), ('2008', '1004'), ('2009', '1099'), ('2010', '1105'), ('2011', '1121'), ('2012', '977'), ('2013', '1014'), ('2014', '1055'), ('2015', '877'), ('2016', '774'), ('2017', '658'), ('2018', '562'), ('2019', '414'), ('2020', '359'), ('2021', '277'), ('2022', '246'), ('2023', '185')]",18980.0,,70.0,276.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4Mj-BjwAAAAJ&citpid=2,"['Computer Architecture', 'VLSI Design', 'Electronic Design Automation']"
1235,Shaw,Mary M,1996,USA,"For significant contributions to software engineering, especially in the areas of software architecture, abstract data types, and software engineering education.",https://awards.acm.org/award-recipients/shaw_1037829,https://dblp.org/pid/93/5634,https://scholar.google.com/citations?user=CTXoO1AAAAAJ,"AJ Perlis University Professor of Computer Science, Carnegie Mellon Univeristy",Software Engineering Software Architecture Software Design Self-Adaptive Systems,CTXoO1AAAAAJ,"[('1984', '97'), ('1985', '73'), ('1986', '77'), ('1987', '80'), ('1988', '89'), ('1989', '95'), ('1990', '92'), ('1991', '88'), ('1992', '152'), ('1993', '121'), ('1994', '169'), ('1995', '256'), ('1996', '421'), ('1997', '480'), ('1998', '552'), ('1999', '713'), ('2000', '753'), ('2001', '720'), ('2002', '909'), ('2003', '885'), ('2004', '977'), ('2005', '1045'), ('2006', '1008'), ('2007', '1021'), ('2008', '988'), ('2009', '973'), ('2010', '1080'), ('2011', '1028'), ('2012', '1054'), ('2013', '1061'), ('2014', '1067'), ('2015', '969'), ('2016', '989'), ('2017', '872'), ('2018', '894'), ('2019', '725'), ('2020', '629'), ('2021', '586'), ('2022', '499'), ('2023', '332')]",25948.0,,61.0,137.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CTXoO1AAAAAJ&citpid=2,"['Software Engineering', 'Software Architecture', 'Software Design', 'Self-Adaptive Systems']"
1236,Harrison,Michael A,1996,USA,"For his rare combination of fundamental theoretical contributions in automata theory and formal languages, service to ACM, and entrepreneurial contributions.",https://awards.acm.org/award-recipients/harrison_1013374,https://dblp.org/pid/h/MichaelAHarrison,https://scholar.google.com/citations?user=OO0PBNoAAAAJ,Innovation Center for Biomedical Informatics / Lombardi Comprehensive Cancer Center …,Biomedical Informatics Computer Science Data Science Data Visualization,OO0PBNoAAAAJ,"[('2000', '395'), ('2001', '1653'), ('2002', '2222'), ('2003', '2142'), ('2004', '1994'), ('2005', '1734'), ('2006', '1598'), ('2007', '1490'), ('2008', '1451'), ('2009', '1324'), ('2010', '1299'), ('2011', '1275'), ('2012', '1265'), ('2013', '1215'), ('2014', '1128'), ('2015', '1217'), ('2016', '1234'), ('2017', '1298'), ('2018', '1137'), ('2019', '1218'), ('2020', '1257'), ('2021', '1241'), ('2022', '1230'), ('2023', '823')]",33817.0,,32.0,66.0,/citations/images/avatar_scholar_128.png,"['Biomedical Informatics', 'Computer Science', 'Data Science', 'Data Visualization']"
1239,Ahuja,Narendra,1996,USA,"For contributions to computer vision including hierarchical representation, active sensing, analysis guided synthesis, multidimensional modeling, computational sensors, and multiprocessor architectures.",https://awards.acm.org/award-recipients/ahuja_1711084,https://dblp.org/pid/30/3572,https://scholar.google.com/citations?user=dY7OSl0AAAAJ,"Donald Biggar Willet Professor, University of Illinois at Urbana-Champagn",Computer Vision,dY7OSl0AAAAJ,"[('1988', '173'), ('1989', '176'), ('1990', '226'), ('1991', '215'), ('1992', '308'), ('1993', '395'), ('1994', '452'), ('1995', '435'), ('1996', '434'), ('1997', '475'), ('1998', '490'), ('1999', '446'), ('2000', '494'), ('2001', '496'), ('2002', '662'), ('2003', '962'), ('2004', '1152'), ('2005', '1357'), ('2006', '1270'), ('2007', '1448'), ('2008', '1439'), ('2009', '1525'), ('2010', '1474'), ('2011', '1504'), ('2012', '1540'), ('2013', '1636'), ('2014', '1643'), ('2015', '1893'), ('2016', '1850'), ('2017', '1865'), ('2018', '2177'), ('2019', '2401'), ('2020', '2493'), ('2021', '2473'), ('2022', '2573'), ('2023', '1918')]",43623.0,,89.0,327.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dY7OSl0AAAAJ&citpid=2,['Computer Vision']
1240,Deo,Narsingh,1996,USA,For his seminal contribution in applying graph theory to practical problems using computer and dissemination of knowledge through his books.,https://awards.acm.org/award-recipients/deo_1481324,https://dblp.org/pid/93/4704,https://scholar.google.com/citations?user=2uiQgfMAAAAJ,"Millican Chair Professor of Computer Science, University of Central Florida",graph theory networks parallel computation discrete optimization,2uiQgfMAAAAJ,"[('1984', '111'), ('1985', '116'), ('1986', '152'), ('1987', '191'), ('1988', '187'), ('1989', '260'), ('1990', '256'), ('1991', '245'), ('1992', '257'), ('1993', '241'), ('1994', '248'), ('1995', '249'), ('1996', '206'), ('1997', '211'), ('1998', '189'), ('1999', '216'), ('2000', '175'), ('2001', '205'), ('2002', '200'), ('2003', '247'), ('2004', '239'), ('2005', '284'), ('2006', '301'), ('2007', '297'), ('2008', '296'), ('2009', '307'), ('2010', '328'), ('2011', '303'), ('2012', '372'), ('2013', '349'), ('2014', '323'), ('2015', '324'), ('2016', '264'), ('2017', '290'), ('2018', '329'), ('2019', '266'), ('2020', '249'), ('2021', '275'), ('2022', '263'), ('2023', '190')]",10772.0,,35.0,79.0,/citations/images/avatar_scholar_128.png,"['graph theory', 'networks', 'parallel computation', 'discrete optimization']"
1241,Heidelberger,Philip,1996,USA,For contributions to the theory and practice of efficient discrete event simulations.,https://awards.acm.org/award-recipients/heidelberger_1759711,https://dblp.org/pid/h/PhilipHeidelberger,https://scholar.google.com/citations?user=TvR9BgcAAAAJ,IBM Research (Retired),,TvR9BgcAAAAJ,"[('1986', '46'), ('1987', '65'), ('1988', '92'), ('1989', '105'), ('1990', '116'), ('1991', '117'), ('1992', '174'), ('1993', '178'), ('1994', '235'), ('1995', '227'), ('1996', '216'), ('1997', '184'), ('1998', '262'), ('1999', '244'), ('2000', '237'), ('2001', '271'), ('2002', '254'), ('2003', '294'), ('2004', '379'), ('2005', '464'), ('2006', '570'), ('2007', '592'), ('2008', '580'), ('2009', '662'), ('2010', '740'), ('2011', '715'), ('2012', '832'), ('2013', '920'), ('2014', '1099'), ('2015', '923'), ('2016', '949'), ('2017', '786'), ('2018', '733'), ('2019', '707'), ('2020', '657'), ('2021', '548'), ('2022', '555'), ('2023', '344')]",17569.0,,62.0,175.0,/citations/images/avatar_scholar_128.png,[]
1242,Jain,Raj,1996,USA,"Proposed a new control-theoretic approach to computer systems modeling in the Doctoral Thesis, which was published in 'Outstanding Dissertations in Computer Sciences' series by Garland Publishing Co. of New York.",https://awards.acm.org/award-recipients/jain_1562552,https://dblp.org/pid/320/0210,https://scholar.google.com/citations?user=runT3RsAAAAJ,"Professor of Computer Science and Engineering, Washington University in Saint Louis",Artificial Intelligence Blockchains Network Security Unmanned Aircraft Systems Wireless and Mobile Networks,runT3RsAAAAJ,"[('1991', '182'), ('1992', '249'), ('1993', '228'), ('1994', '317'), ('1995', '429'), ('1996', '630'), ('1997', '817'), ('1998', '1026'), ('1999', '1023'), ('2000', '1081'), ('2001', '1031'), ('2002', '1097'), ('2003', '1166'), ('2004', '1210'), ('2005', '1250'), ('2006', '1222'), ('2007', '1290'), ('2008', '1237'), ('2009', '1281'), ('2010', '1509'), ('2011', '1418'), ('2012', '1616'), ('2013', '1706'), ('2014', '1655'), ('2015', '1584'), ('2016', '1593'), ('2017', '1589'), ('2018', '1988'), ('2019', '2052'), ('2020', '1975'), ('2021', '2065'), ('2022', '2050'), ('2023', '1432')]",41894.0,,72.0,250.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=runT3RsAAAAJ&citpid=2,"['Artificial Intelligence', 'Blockchains', 'Network Security', 'Unmanned Aircraft Systems', 'Wireless and Mobile Networks']"
1243,Reingold,Edward M,1996,USA,For significant research and educational contributions to data structures and the analysis of combinatorial algorithms.,https://awards.acm.org/award-recipients/reingold_1148444,https://dblp.org/pid/r/EMReingold,https://scholar.google.com/citations?user=UlQeH7AAAAAJ,"Prof Emeritus Comp Sci, UIUC & Ill Inst of Tech",algorithms data structures calendars,UlQeH7AAAAAJ,"[('1984', '98'), ('1985', '103'), ('1986', '86'), ('1987', '111'), ('1988', '123'), ('1989', '166'), ('1990', '165'), ('1991', '143'), ('1992', '151'), ('1993', '162'), ('1994', '179'), ('1995', '166'), ('1996', '181'), ('1997', '167'), ('1998', '164'), ('1999', '187'), ('2000', '186'), ('2001', '172'), ('2002', '186'), ('2003', '232'), ('2004', '282'), ('2005', '311'), ('2006', '322'), ('2007', '392'), ('2008', '405'), ('2009', '411'), ('2010', '431'), ('2011', '446'), ('2012', '518'), ('2013', '543'), ('2014', '549'), ('2015', '578'), ('2016', '626'), ('2017', '581'), ('2018', '643'), ('2019', '647'), ('2020', '732'), ('2021', '729'), ('2022', '724'), ('2023', '595')]",14296.0,,28.0,54.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UlQeH7AAAAAJ&citpid=1,"['algorithms', 'data structures', 'calendars']"
1244,Savage,John E,1996,USA,"For fundamental contributions to theoretical computer science, information theory, and VLSI design, analysis and synthesis.",https://awards.acm.org/award-recipients/savage_1091867,https://dblp.org/pid/s/JohnESavage,https://scholar.google.com/citations?user=ASYT5QEAAAAJ,Vrije Universiteit Amsterdam,,ASYT5QEAAAAJ,"[('2016', '28'), ('2017', '76'), ('2018', '147'), ('2019', '538'), ('2020', '991'), ('2021', '1448'), ('2022', '1789'), ('2023', '1522')]",6614.0,,28.0,42.0,/citations/images/avatar_scholar_128.png,[]
1249,Sethi,Ravi,1996,USA,"For contributions to compiler technology, computer programming languages, scheduling, and analysis of algorithms.",https://awards.acm.org/award-recipients/sethi_1393677,https://dblp.org/pid/34/3026,https://scholar.google.com/citations?user=ID4wZFwAAAAJ,"Professor, Computer Science, The University of Arizona",Software Engineering Compilers Programming Languages,ID4wZFwAAAAJ,"[('1984', '101'), ('1985', '95'), ('1986', '139'), ('1987', '172'), ('1988', '281'), ('1989', '357'), ('1990', '466'), ('1991', '487'), ('1992', '603'), ('1993', '684'), ('1994', '755'), ('1995', '741'), ('1996', '778'), ('1997', '847'), ('1998', '834'), ('1999', '785'), ('2000', '794'), ('2001', '771'), ('2002', '858'), ('2003', '883'), ('2004', '987'), ('2005', '987'), ('2006', '1007'), ('2007', '1102'), ('2008', '1049'), ('2009', '998'), ('2010', '1048'), ('2011', '984'), ('2012', '1088'), ('2013', '1033'), ('2014', '941'), ('2015', '925'), ('2016', '886'), ('2017', '810'), ('2018', '775'), ('2019', '701'), ('2020', '695'), ('2021', '729'), ('2022', '729'), ('2023', '516')]",30572.0,,36.0,63.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ID4wZFwAAAAJ&citpid=3,"['Software Engineering', 'Compilers', 'Programming Languages']"
1251,Muntz,Richard R,1996,USA,For contributions to the theory of queuing networks and their application to computer system performance evaluation.,https://awards.acm.org/award-recipients/muntz_2656122,https://dblp.org/pid/m/RichardRMuntz,https://scholar.google.com/citations?user=e9OxXgwAAAAJ,"Professor of Computer Science, UCLA",Database management performance evaluation data mining storage,e9OxXgwAAAAJ,"[('1984', '118'), ('1985', '116'), ('1986', '132'), ('1987', '122'), ('1988', '158'), ('1989', '190'), ('1990', '187'), ('1991', '199'), ('1992', '177'), ('1993', '244'), ('1994', '223'), ('1995', '281'), ('1996', '326'), ('1997', '336'), ('1998', '362'), ('1999', '394'), ('2000', '379'), ('2001', '419'), ('2002', '574'), ('2003', '579'), ('2004', '668'), ('2005', '807'), ('2006', '812'), ('2007', '768'), ('2008', '762'), ('2009', '704'), ('2010', '666'), ('2011', '560'), ('2012', '615'), ('2013', '634'), ('2014', '553'), ('2015', '485'), ('2016', '450'), ('2017', '372'), ('2018', '377'), ('2019', '359'), ('2020', '313'), ('2021', '312'), ('2022', '239'), ('2023', '172')]",17577.0,,57.0,142.0,/citations/images/avatar_scholar_128.png,"['Database management', 'performance evaluation', 'data mining', 'storage']"
1252,Bajcsy,Ruzena,1996,USA,For introducing the paradigm of Active Perception in the field of machine perception and establishing and maintaining a world class robotic and intelligent systems laboratory.,https://awards.acm.org/award-recipients/bajcsy_1513548,https://dblp.org/pid/b/RuzenaBajcsy,https://scholar.google.com/citations?user=s9Ikf1EAAAAJ,,,s9Ikf1EAAAAJ,"[('1986', '99'), ('1987', '108'), ('1988', '165'), ('1989', '181'), ('1990', '282'), ('1991', '343'), ('1992', '370'), ('1993', '417'), ('1994', '514'), ('1995', '515'), ('1996', '650'), ('1997', '607'), ('1998', '615'), ('1999', '550'), ('2000', '520'), ('2001', '666'), ('2002', '503'), ('2003', '569'), ('2004', '526'), ('2005', '529'), ('2006', '577'), ('2007', '612'), ('2008', '708'), ('2009', '639'), ('2010', '751'), ('2011', '748'), ('2012', '912'), ('2013', '937'), ('2014', '984'), ('2015', '1075'), ('2016', '1235'), ('2017', '1238'), ('2018', '1210'), ('2019', '1274'), ('2020', '1235'), ('2021', '1251'), ('2022', '1230'), ('2023', '768')]",27023.0,,75.0,309.0,/citations/images/avatar_scholar_128.png,[]
1254,Rao,TRN,1996,USA,For outstanding contributions to error-control coding theory and fault tolerant systems; and service to ACM Lectureship and Chapter activities.,https://awards.acm.org/award-recipients/rao_1788686,,https://scholar.google.com/citations?user=gPYnAHoAAAAJ,Senior Scientist,mRNA therapeutics Protein expression and purification AKTA purification and Chromatography Neuroscience Stem cell and Exosom,gPYnAHoAAAAJ,"[('2006', '6'), ('2007', '13'), ('2008', '29'), ('2009', '21'), ('2010', '47'), ('2011', '65'), ('2012', '69'), ('2013', '71'), ('2014', '71'), ('2015', '60'), ('2016', '71'), ('2017', '65'), ('2018', '97'), ('2019', '86'), ('2020', '91'), ('2021', '123'), ('2022', '120'), ('2023', '95')]",1220.0,,17.0,21.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gPYnAHoAAAAJ&citpid=5,"['mRNA therapeutics', 'Protein expression and purification', 'AKTA purification and Chromatography', 'Neuroscience', 'Stem cell therapy']"
1255,Nishizeki,Takao,1996,Japan,"For contributions to the design and analysis of efficient algorithms for planar graphs, network flows and VLSI routing.",https://awards.acm.org/award-recipients/nishizeki_3042207,https://dblp.org/pid/n/TakaoNishizeki,https://scholar.google.com/citations?user=EErO-dUAAAAJ,Tohoku University (Emeritus Professor),Algorithm Graph Algorithms Graph Drawing Discrete Mathematics Secret sharing,EErO-dUAAAAJ,"[('1985', '36'), ('1986', '26'), ('1987', '43'), ('1988', '62'), ('1989', '70'), ('1990', '107'), ('1991', '88'), ('1992', '105'), ('1993', '117'), ('1994', '122'), ('1995', '161'), ('1996', '149'), ('1997', '153'), ('1998', '171'), ('1999', '174'), ('2000', '192'), ('2001', '178'), ('2002', '173'), ('2003', '186'), ('2004', '241'), ('2005', '275'), ('2006', '270'), ('2007', '292'), ('2008', '242'), ('2009', '280'), ('2010', '291'), ('2011', '242'), ('2012', '264'), ('2013', '274'), ('2014', '320'), ('2015', '324'), ('2016', '304'), ('2017', '292'), ('2018', '296'), ('2019', '298'), ('2020', '316'), ('2021', '261'), ('2022', '281'), ('2023', '302')]",8202.0,,37.0,129.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EErO-dUAAAAJ&citpid=2,"['Algorithm', 'Graph Algorithms', 'Graph Drawing', 'Discrete Mathematics', 'Secret sharing']"
1256,Vishkin,Uzi,1996,USA,"One of the pioneers of parallel algorithms research, Dr. Vishkin's seminal contributions played a leading role in forming and shaping what thinking in parallel has come to mean in the fundamental theory of Computer Science.",https://awards.acm.org/award-recipients/vishkin_2808111,https://dblp.org/pid/v/UziVishkin,https://scholar.google.com/citations?user=1r8HluQAAAAJ,"Professor, The University of Maryland Institute for Advanced Computer Studies (UMIACS) …",Parallel computing Parallel algorithms,1r8HluQAAAAJ,"[('1984', '115'), ('1985', '116'), ('1986', '190'), ('1987', '257'), ('1988', '392'), ('1989', '412'), ('1990', '423'), ('1991', '552'), ('1992', '652'), ('1993', '618'), ('1994', '588'), ('1995', '523'), ('1996', '473'), ('1997', '438'), ('1998', '298'), ('1999', '288'), ('2000', '269'), ('2001', '205'), ('2002', '228'), ('2003', '215'), ('2004', '336'), ('2005', '263'), ('2006', '248'), ('2007', '425'), ('2008', '385'), ('2009', '338'), ('2010', '411'), ('2011', '421'), ('2012', '404'), ('2013', '373'), ('2014', '378'), ('2015', '348'), ('2016', '350'), ('2017', '367'), ('2018', '328'), ('2019', '252'), ('2020', '333'), ('2021', '302'), ('2022', '291'), ('2023', '211')]",14358.0,,60.0,137.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1r8HluQAAAAJ&citpid=2,"['Parallel computing', 'Parallel algorithms']"
1263,Wallace,Chris S,1995,Australia,"For research in a number of areas in Computer Science including fast multiplication algorithm, minimum message length principle and its applications, random number generation, computer architecture, numerical solution of ODE's, and contribution to Australian Computer Science.",https://awards.acm.org/award-recipients/wallace_1058015,https://dblp.org/pid/86/2899,https://scholar.google.com/citations?user=d7k7_7wAAAAJ,"Christopher (Chris) Stewart Wallace (1933-2004), Foundation Professor of Computer …",computer hardware inference minimum message length MML MDL,d7k7_7wAAAAJ,"[('1984', '27'), ('1985', '31'), ('1986', '26'), ('1987', '40'), ('1988', '43'), ('1989', '46'), ('1990', '85'), ('1991', '73'), ('1992', '94'), ('1993', '124'), ('1994', '159'), ('1995', '183'), ('1996', '268'), ('1997', '233'), ('1998', '285'), ('1999', '276'), ('2000', '245'), ('2001', '395'), ('2002', '316'), ('2003', '355'), ('2004', '313'), ('2005', '480'), ('2006', '320'), ('2007', '385'), ('2008', '454'), ('2009', '310'), ('2010', '365'), ('2011', '333'), ('2012', '372'), ('2013', '448'), ('2014', '340'), ('2015', '344'), ('2016', '292'), ('2017', '287'), ('2018', '289'), ('2019', '305'), ('2020', '230'), ('2021', '214'), ('2022', '239'), ('2023', '161')]",10215.0,,37.0,66.0,/citations/images/avatar_scholar_128.png,"['computer hardware', 'inference', 'minimum message length', 'MML', 'MDL']"
1264,DeWitt,David,1995,USA,"For fundamental contributions to the areas of parallel database systems, database system benchmarking, and object-oriented database systems, and for outstanding service as an educator and a technical leader.",https://awards.acm.org/award-recipients/dewitt_1251768,https://dblp.org/pid/d/DJDeWitt,https://scholar.google.com/citations?user=6iBz3QgAAAAJ,"John P. Morgridge Professor, Emeritus,  University of Wisconsin.  Technical Fellow …",database systems,6iBz3QgAAAAJ,"[('1985', '149'), ('1986', '245'), ('1987', '251'), ('1988', '363'), ('1989', '466'), ('1990', '731'), ('1991', '771'), ('1992', '840'), ('1993', '1183'), ('1994', '976'), ('1995', '985'), ('1996', '946'), ('1997', '924'), ('1998', '878'), ('1999', '902'), ('2000', '926'), ('2001', '984'), ('2002', '1237'), ('2003', '1296'), ('2004', '1477'), ('2005', '1566'), ('2006', '1556'), ('2007', '1642'), ('2008', '1564'), ('2009', '1720'), ('2010', '1877'), ('2011', '1753'), ('2012', '1876'), ('2013', '1919'), ('2014', '1871'), ('2015', '1720'), ('2016', '1527'), ('2017', '1278'), ('2018', '1619'), ('2019', '1013'), ('2020', '978'), ('2021', '876'), ('2022', '818'), ('2023', '556')]",45627.0,,96.0,185.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6iBz3QgAAAAJ&citpid=2,['database systems']
